"date","rank","code","name","sector","close","turnover","turnover_ma"
"2000-05-19","4","7267","本田技研工業","輸送用機器","341.625915527344","9601054729.98047","16478276442.4805"
"2000-05-19","5","6857","アドバンテスト","電気機器","2177.72021484375","15324181607.8125","14459705255.5469"
"2000-05-19","6","7203","トヨタ自動車","輸送用機器","581.148376464844","15600928166.1987","14382331251.9531"
"2000-05-19","7","6701","日本電気","電気機器","4312.1767578125","9426418392.57813","11112113351.0742"
"2000-05-19","8","7751","キヤノン","電気機器","1384.63671875","5464468810.54688","9526093931.19507"
"2000-05-19","9","6971","京セラ","電気機器","1256.66979980469","17188226853.8086","9051501847.44143"
"2000-05-19","10","6702","富士通","電気機器","2251.931640625","8458255242.1875","8969223307.91016"
"2000-05-22","1","9432","ＮＴＴ","情報・通信業","61.7615013122559","302631356430.054","268093822250.366"
"2000-05-22","2","2914","日本たばこ産業","食料品","370.313903808594","188304620086.67","231545917480.469"
"2000-05-22","3","6758","ソニーグループ","電気機器","1698.57739257813","33701474046.1427","22495262957.1411"
"2000-05-22","4","7267","本田技研工業","輸送用機器","330.209167480469","4723311931.64063","17295042536.7187"
"2000-05-22","5","6857","アドバンテスト","電気機器","2004.81103515625","22848430405.4688","16178192656.6406"
"2000-05-22","6","7203","トヨタ自動車","輸送用機器","554.530883789063","5223680925.29297","13527002045.2271"
"2000-05-22","7","6701","日本電気","電気機器","4207.91162109375","8417927197.99805","10611251428.418"
"2000-05-22","8","6971","京セラ","電気機器","1234.11364746094","11339036192.8711","9587254789.27737"
"2000-05-22","9","6702","富士通","電気機器","2160.5390625","11967225867.1875","9554402121.58204"
"2000-05-22","10","7751","キヤノン","電気機器","1375.64526367188","3420198036.80421","8130562670.48951"
"2000-05-23","1","9432","ＮＴＴ","情報・通信業","63.3055419921875","267465914916.992","276812470779.419"
"2000-05-23","2","2914","日本たばこ産業","食料品","381.154449462891","358666336944.58","260410085229.492"
"2000-05-23","3","9984","ソフトバンクグループ","情報・通信業","564.20849609375","133381596677.344","48210768178.5938"
"2000-05-23","4","6758","ソニーグループ","電気機器","1652.31237792969","47823703310.608","29561378692.8711"
"2000-05-23","5","6857","アドバンテスト","電気機器","2014.15734863281","10499399426.9531","15474097930.7031"
