"date","utc_time","open","high","low","close","raw_open","raw_close","volume"
"2000-01-03","2000-01-03 00:00","102.069999694824","103.330001831055","101.309997558594","101.690002441406","102.069999694824","101.690002441406","0"
"2000-01-04","2000-01-04 00:00","101.639999389648","103.319999694824","101.470001220703","103.139999389648","101.639999389648","103.139999389648","0"
"2000-01-05","2000-01-05 00:00","103.129997253418","104.480003356934","102.75","104.089996337891","103.129997253418","104.089996337891","0"
"2000-01-06","2000-01-06 00:00","104.089996337891","105.559997558594","103.900001525879","105.230003356934","104.089996337891","105.230003356934","0"
"2000-01-07","2000-01-07 00:00","105.26000213623","105.879997253418","104.830001831055","105.330001831055","105.26000213623","105.330001831055","0"
"2000-01-10","2000-01-10 00:00","105.099998474121","105.849998474121","104.279998779297","105.160003662109","105.099998474121","105.160003662109","0"
"2000-01-11","2000-01-11 00:00","105.150001525879","106.309997558594","105.050003051758","106.019996643066","105.150001525879","106.019996643066","0"
"2000-01-12","2000-01-12 00:00","106.01000213623","107.309997558594","105.480003356934","105.709999084473","106.01000213623","105.709999084473","0"
"2000-01-13","2000-01-13 00:00","105.720001220703","106.230003356934","105.389999389648","106.019996643066","105.720001220703","106.019996643066","0"
"2000-01-14","2000-01-14 00:00","106.080001831055","106.580001831055","105.410003662109","105.879997253418","106.080001831055","105.879997253418","0"
"2000-01-17","2000-01-17 00:00","105.839996337891","105.860000610352","104.25","104.889999389648","105.839996337891","104.889999389648","0"
"2000-01-18","2000-01-18 00:00","104.900001525879","107.400001525879","104.730003356934","105.660003662109","104.900001525879","105.660003662109","0"
"2000-01-19","2000-01-19 00:00","105.629997253418","106.089996337891","105.110000610352","105.26000213623","105.629997253418","105.26000213623","0"
"2000-01-20","2000-01-20 00:00","105.279998779297","105.709999084473","105","105.309997558594","105.279998779297","105.309997558594","0"
"2000-01-21","2000-01-21 00:00","105.349998474121","105.379997253418","104.379997253418","104.720001220703","105.349998474121","104.720001220703","0"
"2000-01-24","2000-01-24 00:00","105","105.839996337891","104.720001220703","105.650001525879","105","105.650001525879","0"
"2000-01-25","2000-01-25 00:00","105.559997558594","106.059997558594","104.849998474121","105.870002746582","105.559997558594","105.870002746582","0"
"2000-01-26","2000-01-26 00:00","105.919998168945","106.300003051758","105.25","105.580001831055","105.919998168945","105.580001831055","0"
"2000-01-27","2000-01-27 00:00","105.589996337891","105.900001525879","104.099998474121","104.98999786377","105.589996337891","104.98999786377","0"
"2000-01-28","2000-01-28 00:00","104.980003356934","107.25","104.5","107.059997558594","104.980003356934","107.059997558594","0"
"2000-01-31","2000-01-31 00:00","106.800003051758","107.51000213623","106.540000915527","107.199996948242","106.800003051758","107.199996948242","0"
"2000-02-01","2000-02-01 00:00","107.190002441406","107.919998168945","107","107.73999786377","107.190002441406","107.73999786377","0"
"2000-02-02","2000-02-02 00:00","107.800003051758","109.040000915527","107.529998779297","108.099998474121","107.800003051758","108.099998474121","0"
"2000-02-03","2000-02-03 00:00","108.050003051758","108.769996643066","107.110000610352","107.449996948242","108.050003051758","107.449996948242","0"
"2000-02-04","2000-02-04 00:00","107.400001525879","108.029998779297","107","107.180000305176","107.400001525879","107.180000305176","0"
"2000-02-07","2000-02-07 00:00","107.220001220703","108.959999084473","107.099998474121","108.910003662109","107.220001220703","108.910003662109","0"
"2000-02-08","2000-02-08 00:00","108.940002441406","109.680000305176","108.690002441406","109.400001525879","108.940002441406","109.400001525879","0"
"2000-02-09","2000-02-09 00:00","109.400001525879","109.650001525879","108.51000213623","108.76000213623","109.400001525879","108.76000213623","0"
"2000-02-10","2000-02-10 00:00","108.75","109.300003051758","108.25","109.110000610352","108.75","109.110000610352","0"
"2000-02-11","2000-02-11 00:00","109.120002746582","109.75","108.529998779297","108.800003051758","109.120002746582","108.800003051758","0"
"2000-02-14","2000-02-14 00:00","108.930000305176","109.050003051758","107.970001220703","108.830001831055","108.930000305176","108.830001831055","0"
"2000-02-15","2000-02-15 00:00","108.830001831055","109.319999694824","107.98999786377","109.069999694824","108.830001831055","109.069999694824","0"
"2000-02-16","2000-02-16 00:00","109.050003051758","109.650001525879","108.690002441406","109.349998474121","109.050003051758","109.349998474121","0"
"2000-02-17","2000-02-17 00:00","109.349998474121","110.660003662109","109.080001831055","110.410003662109","109.349998474121","110.410003662109","0"
"2000-02-18","2000-02-18 00:00","110.440002441406","111.230003356934","110.279998779297","110.849998474121","110.440002441406","110.849998474121","0"
"2000-02-21","2000-02-21 00:00","110.650001525879","111.440002441406","110.349998474121","111.25","110.650001525879","111.25","0"
"2000-02-22","2000-02-22 00:00","111.349998474121","111.730003356934","110.5","110.680000305176","111.349998474121","110.680000305176","0"
"2000-02-23","2000-02-23 00:00","110.610000610352","111.339996337891","110.059997558594","111.25","110.610000610352","111.25","0"
"2000-02-24","2000-02-24 00:00","111.25","111.480003356934","110","111.300003051758","111.25","111.300003051758","0"
"2000-02-25","2000-02-25 00:00","111.300003051758","111.319999694824","110.080001831055","110.150001525879","111.300003051758","110.150001525879","0"
"2000-02-28","2000-02-28 00:00","109.669998168945","109.730003356934","108.370002746582","109.699996948242","109.669998168945","109.699996948242","0"
"2000-02-29","2000-02-29 00:00","109.709999084473","110.419998168945","109.080001831055","110.190002441406","109.709999084473","110.190002441406","0"
"2000-03-01","2000-03-01 00:00","110.069999694824","110.069999694824","106.540000915527","106.940002441406","110.069999694824","106.940002441406","0"
"2000-03-02","2000-03-02 00:00","107","107.970001220703","106.540000915527","107.800003051758","107","107.800003051758","0"
"2000-03-03","2000-03-03 00:00","107.73999786377","107.959999084473","106.779998779297","107.680000305176","107.73999786377","107.680000305176","0"
"2000-03-06","2000-03-06 00:00","107.669998168945","107.76000213623","106.690002441406","107.419998168945","107.669998168945","107.419998168945","0"
"2000-03-07","2000-03-07 00:00","107.459999084473","108.099998474121","105.76000213623","106.180000305176","107.459999084473","106.180000305176","0"
"2000-03-08","2000-03-08 00:00","106.190002441406","107.480003356934","106.080001831055","107.169998168945","106.190002441406","107.169998168945","0"
"2000-03-09","2000-03-09 00:00","106.919998168945","107.849998474121","106.150001525879","106.51000213623","106.919998168945","106.51000213623","0"
"2000-03-10","2000-03-10 00:00","106.5","106.629997253418","106.01000213623","106.220001220703","106.5","106.220001220703","0"
"2000-03-13","2000-03-13 00:00","106.449996948242","106.449996948242","104.76000213623","105.690002441406","106.449996948242","105.690002441406","0"
"2000-03-14","2000-03-14 00:00","105.709999084473","105.849998474121","104.559997558594","105.110000610352","105.709999084473","105.110000610352","0"
"2000-03-15","2000-03-15 00:00","105.120002746582","106.199996948242","104.730003356934","105.620002746582","105.120002746582","105.620002746582","0"
"2000-03-16","2000-03-16 00:00","105.629997253418","105.800003051758","105.069999694824","105.639999389648","105.629997253418","105.639999389648","0"
"2000-03-17","2000-03-17 00:00","105.599998474121","106.790000915527","105.550003051758","106.660003662109","105.599998474121","106.660003662109","0"
"2000-03-20","2000-03-20 00:00","106.830001831055","107.080001831055","106.199996948242","106.360000610352","106.830001831055","106.360000610352","0"
"2000-03-21","2000-03-21 00:00","106.379997253418","107.190002441406","106.300003051758","106.699996948242","106.379997253418","106.699996948242","0"
"2000-03-22","2000-03-22 00:00","106.690002441406","107.160003662109","106.480003356934","107.069999694824","106.690002441406","107.069999694824","0"
"2000-03-23","2000-03-23 00:00","107.120002746582","107.790000915527","107.099998474121","107.279998779297","107.120002746582","107.279998779297","0"
"2000-03-24","2000-03-24 00:00","107.25","107.650001525879","106.669998168945","106.98999786377","107.25","106.98999786377","0"
"2000-03-27","2000-03-26 23:00","106.73999786377","107.150001525879","106.569999694824","106.699996948242","106.73999786377","106.699996948242","0"
"2000-03-28","2000-03-27 23:00","106.650001525879","106.730003356934","105.639999389648","105.819999694824","106.650001525879","105.819999694824","0"
"2000-03-29","2000-03-28 23:00","105.830001831055","106.290000915527","104.970001220703","105.709999084473","105.830001831055","105.709999084473","0"
"2000-03-30","2000-03-29 23:00","105.669998168945","105.889999389648","104.800003051758","105.639999389648","105.669998168945","105.639999389648","0"
"2000-03-31","2000-03-30 23:00","105.639999389648","106.069999694824","102.01000213623","102.959999084473","105.639999389648","102.959999084473","0"
"2000-04-03","2000-04-02 23:00","103.220001220703","105.599998474121","102.790000915527","104.98999786377","103.220001220703","104.98999786377","0"
"2000-04-04","2000-04-03 23:00","105","105.75","104.110000610352","105.209999084473","105","105.209999084473","0"
"2000-04-05","2000-04-04 23:00","105.199996948242","105.519996643066","104.709999084473","104.819999694824","105.199996948242","104.819999694824","0"
"2000-04-06","2000-04-05 23:00","104.839996337891","105.110000610352","104.529998779297","104.690002441406","104.839996337891","104.690002441406","0"
"2000-04-07","2000-04-06 23:00","104.699996948242","105.5","104.650001525879","105.449996948242","104.699996948242","105.449996948242","0"
"2000-04-10","2000-04-09 23:00","105.319999694824","106.839996337891","105.279998779297","106.459999084473","105.319999694824","106.459999084473","0"
"2000-04-11","2000-04-10 23:00","106.519996643066","107.139999389648","106.279998779297","106.800003051758","106.519996643066","106.800003051758","0"
"2000-04-12","2000-04-11 23:00","106.800003051758","106.949996948242","105.209999084473","105.75","106.800003051758","105.75","0"
"2000-04-13","2000-04-12 23:00","105.730003356934","106.099998474121","105.559997558594","105.790000915527","105.730003356934","105.790000915527","0"
"2000-04-14","2000-04-13 23:00","105.779998779297","106.150001525879","104.699996948242","104.76000213623","105.779998779297","104.76000213623","0"
"2000-04-17","2000-04-16 23:00","104.410003662109","105.25","103.180000305176","104.589996337891","104.410003662109","104.589996337891","0"
"2000-04-18","2000-04-17 23:00","104.519996643066","104.930000305176","104","104.660003662109","104.519996643066","104.660003662109","0"
"2000-04-19","2000-04-18 23:00","104.629997253418","105.029998779297","104.180000305176","104.849998474121","104.629997253418","104.849998474121","0"
"2000-04-20","2000-04-19 23:00","104.75","105.800003051758","104.470001220703","105.709999084473","104.75","105.709999084473","0"
"2000-04-21","2000-04-20 23:00","105.709999084473","105.879997253418","105.400001525879","105.800003051758","105.709999084473","105.800003051758","0"
"2000-04-24","2000-04-23 23:00","105.819999694824","105.980003356934","105.029998779297","105.690002441406","105.819999694824","105.690002441406","0"
"2000-04-25","2000-04-24 23:00","105.669998168945","106.330001831055","105.180000305176","106.129997253418","105.669998168945","106.129997253418","0"
"2000-04-26","2000-04-25 23:00","106.059997558594","106.769996643066","105.5","106.139999389648","106.059997558594","106.139999389648","0"
"2000-04-27","2000-04-26 23:00","106.139999389648","106.599998474121","104.690002441406","106.379997253418","106.139999389648","106.379997253418","0"
"2000-04-28","2000-04-27 23:00","106.370002746582","108.309997558594","106.319999694824","108.150001525879","106.370002746582","108.150001525879","0"
"2000-05-01","2000-04-30 23:00","108.120002746582","109.059997558594","107.730003356934","108.629997253418","108.120002746582","108.629997253418","0"
"2000-05-02","2000-05-01 23:00","108.680000305176","108.970001220703","108.199996948242","108.449996948242","108.680000305176","108.449996948242","0"
"2000-05-03","2000-05-02 23:00","108.379997253418","109.470001220703","108.290000915527","108.970001220703","108.379997253418","108.970001220703","0"
"2000-05-04","2000-05-03 23:00","108.970001220703","109.620002746582","107.620002746582","108","108.970001220703","108","0"
"2000-05-05","2000-05-04 23:00","108.050003051758","108.720001220703","107.209999084473","108.580001831055","108.050003051758","108.580001831055","0"
"2000-05-08","2000-05-07 23:00","108.800003051758","109.150001525879","108.269996643066","109.150001525879","108.800003051758","109.150001525879","0"
"2000-05-09","2000-05-08 23:00","109.139999389648","109.650001525879","108.550003051758","109.110000610352","109.139999389648","109.110000610352","0"
"2000-05-10","2000-05-09 23:00","109.169998168945","109.580001831055","108.580001831055","109.349998474121","109.169998168945","109.349998474121","0"
"2000-05-11","2000-05-10 23:00","109.430000305176","110.029998779297","108.040000915527","108.379997253418","109.430000305176","108.379997253418","0"
"2000-05-12","2000-05-11 23:00","108.419998168945","109.050003051758","107.660003662109","108.319999694824","108.419998168945","108.319999694824","0"
"2000-05-15","2000-05-14 23:00","108.589996337891","109.580001831055","108.550003051758","109.160003662109","108.589996337891","109.160003662109","0"
"2000-05-16","2000-05-15 23:00","109.190002441406","109.900001525879","108.73999786377","109.730003356934","109.190002441406","109.730003356934","0"
"2000-05-17","2000-05-16 23:00","109.580001831055","110.019996643066","108.779998779297","108.910003662109","109.580001831055","108.910003662109","0"
"2000-05-18","2000-05-17 23:00","108.900001525879","109.449996948242","108.290000915527","108.449996948242","108.900001525879","108.449996948242","0"
"2000-05-19","2000-05-18 23:00","108.430000305176","108.849998474121","106.339996337891","106.910003662109","108.430000305176","106.910003662109","0"
"2000-05-22","2000-05-21 23:00","106.980003356934","107.419998168945","106.709999084473","107.180000305176","106.980003356934","107.180000305176","0"
"2000-05-23","2000-05-22 23:00","107.169998168945","107.269996643066","106.309997558594","106.459999084473","107.169998168945","106.459999084473","0"
"2000-05-24","2000-05-23 23:00","106.449996948242","107.940002441406","106.349998474121","107.660003662109","106.449996948242","107.660003662109","0"
"2000-05-25","2000-05-24 23:00","107.650001525879","107.949996948242","107.23999786377","107.379997253418","107.650001525879","107.379997253418","0"
"2000-05-26","2000-05-25 23:00","107.400001525879","107.819999694824","106.529998779297","107.110000610352","107.400001525879","107.110000610352","0"
"2000-05-29","2000-05-28 23:00","106.919998168945","107.360000610352","106.669998168945","106.910003662109","106.919998168945","106.910003662109","0"
"2000-05-30","2000-05-29 23:00","106.889999389648","107.01000213623","106.01000213623","106.480003356934","106.889999389648","106.480003356934","0"
"2000-05-31","2000-05-30 23:00","106.529998779297","107.919998168945","106.150001525879","107.629997253418","106.529998779297","107.629997253418","0"
"2000-06-01","2000-05-31 23:00","107.620002746582","108.970001220703","107.559997558594","108.5","107.620002746582","108.5","0"
"2000-06-02","2000-06-01 23:00","108.550003051758","109","107.639999389648","107.949996948242","108.550003051758","107.949996948242","0"
"2000-06-05","2000-06-04 23:00","107.900001525879","108.269996643066","107.230003356934","107.410003662109","107.900001525879","107.410003662109","0"
"2000-06-06","2000-06-05 23:00","107.400001525879","107.599998474121","105.180000305176","105.849998474121","107.400001525879","105.849998474121","0"
"2000-06-07","2000-06-06 23:00","105.819999694824","106.180000305176","104.98999786377","105.580001831055","105.819999694824","105.580001831055","0"
"2000-06-08","2000-06-07 23:00","105.550003051758","106.25","105.470001220703","105.900001525879","105.550003051758","105.900001525879","0"
"2000-06-09","2000-06-08 23:00","105.919998168945","107.069999694824","105.830001831055","106.849998474121","105.919998168945","106.849998474121","0"
"2000-06-12","2000-06-11 23:00","106.800003051758","107.150001525879","106.319999694824","106.900001525879","106.800003051758","106.900001525879","0"
"2000-06-13","2000-06-12 23:00","106.889999389648","106.980003356934","106.160003662109","106.800003051758","106.889999389648","106.800003051758","0"
"2000-06-14","2000-06-13 23:00","106.860000610352","107.099998474121","106.25","106.569999694824","106.860000610352","106.569999694824","0"
"2000-06-15","2000-06-14 23:00","106.5","106.730003356934","105.830001831055","106.410003662109","106.5","106.410003662109","0"
"2000-06-16","2000-06-15 23:00","106.480003356934","106.589996337891","105.970001220703","106.349998474121","106.480003356934","106.349998474121","0"
"2000-06-19","2000-06-18 23:00","106.319999694824","106.48999786377","105.559997558594","105.849998474121","106.319999694824","105.849998474121","0"
"2000-06-20","2000-06-19 23:00","105.779998779297","105.849998474121","105.150001525879","105.400001525879","105.779998779297","105.400001525879","0"
"2000-06-21","2000-06-20 23:00","105.419998168945","105.639999389648","105.129997253418","105.569999694824","105.419998168945","105.569999694824","0"
"2000-06-22","2000-06-21 23:00","105.559997558594","105.650001525879","104.080001831055","104.529998779297","105.559997558594","104.529998779297","0"
"2000-06-23","2000-06-22 23:00","104.519996643066","104.900001525879","103.889999389648","104.610000610352","104.519996643066","104.610000610352","0"
"2000-06-26","2000-06-25 23:00","104.680000305176","105.76000213623","104.230003356934","105.550003051758","104.680000305176","105.550003051758","0"
"2000-06-27","2000-06-26 23:00","105.559997558594","105.800003051758","105.190002441406","105.370002746582","105.559997558594","105.370002746582","0"
"2000-06-28","2000-06-27 23:00","105.300003051758","105.790000915527","105.220001220703","105.379997253418","105.300003051758","105.379997253418","0"
"2000-06-29","2000-06-28 23:00","105.349998474121","105.410003662109","104.330001831055","105.209999084473","105.349998474121","105.209999084473","0"
"2000-06-30","2000-06-29 23:00","105.190002441406","106.370002746582","104.709999084473","106.01000213623","105.190002441406","106.01000213623","0"
"2000-07-03","2000-07-02 23:00","106.050003051758","106.449996948242","105.519996643066","105.779998779297","106.050003051758","105.779998779297","0"
"2000-07-04","2000-07-03 23:00","105.680000305176","106.5","105.25","106.099998474121","105.680000305176","106.099998474121","0"
"2000-07-05","2000-07-04 23:00","106.099998474121","107.180000305176","105.779998779297","106.930000305176","106.099998474121","106.930000305176","0"
"2000-07-06","2000-07-05 23:00","106.959999084473","107.470001220703","106.779998779297","107.330001831055","106.959999084473","107.330001831055","0"
"2000-07-07","2000-07-06 23:00","107.290000915527","107.940002441406","107.160003662109","107.879997253418","107.290000915527","107.879997253418","0"
"2000-07-10","2000-07-09 23:00","107.870002746582","107.870002746582","106.540000915527","106.919998168945","107.870002746582","106.919998168945","0"
"2000-07-11","2000-07-10 23:00","106.949996948242","107.160003662109","106.569999694824","107.069999694824","106.949996948242","107.069999694824","0"
"2000-07-12","2000-07-11 23:00","107","108.459999084473","107","108.129997253418","107","108.129997253418","0"
"2000-07-13","2000-07-12 23:00","108.120002746582","108.370002746582","106.919998168945","108.050003051758","108.120002746582","108.050003051758","0"
"2000-07-14","2000-07-13 23:00","108.01000213623","108.400001525879","107.540000915527","107.809997558594","108.01000213623","107.809997558594","0"
"2000-07-17","2000-07-16 23:00","108.089996337891","108.779998779297","107.769996643066","107.959999084473","108.089996337891","107.959999084473","0"
"2000-07-18","2000-07-17 23:00","107.940002441406","108.400001525879","107.580001831055","108.220001220703","107.940002441406","108.220001220703","0"
"2000-07-19","2000-07-18 23:00","108.199996948242","108.360000610352","107.690002441406","108.150001525879","108.199996948242","108.150001525879","0"
"2000-07-20","2000-07-19 23:00","108.099998474121","108.26000213623","107.269996643066","107.5","108.099998474121","107.5","0"
"2000-07-21","2000-07-20 23:00","107.470001220703","109.180000305176","107.379997253418","108.970001220703","107.470001220703","108.970001220703","0"
"2000-07-24","2000-07-23 23:00","108.900001525879","109.129997253418","108.449996948242","108.569999694824","108.900001525879","108.569999694824","0"
"2000-07-25","2000-07-24 23:00","108.559997558594","109.300003051758","108.519996643066","109.120002746582","108.559997558594","109.120002746582","0"
"2000-07-26","2000-07-25 23:00","109.110000610352","109.379997253418","108.879997253418","109.110000610352","109.110000610352","109.110000610352","0"
"2000-07-27","2000-07-26 23:00","109.050003051758","109.330001831055","108.680000305176","109.199996948242","109.050003051758","109.199996948242","0"
"2000-07-28","2000-07-27 23:00","109.220001220703","109.779998779297","108.5","109.629997253418","109.220001220703","109.629997253418","0"
"2000-07-31","2000-07-30 23:00","109.569999694824","109.790000915527","109.099998474121","109.330001831055","109.569999694824","109.330001831055","0"
"2000-08-01","2000-07-31 23:00","109.269996643066","109.76000213623","108.879997253418","109.230003356934","109.269996643066","109.230003356934","0"
"2000-08-02","2000-08-01 23:00","109.290000915527","109.290000915527","108.349998474121","108.680000305176","109.290000915527","108.680000305176","0"
"2000-08-03","2000-08-02 23:00","108.669998168945","109.120002746582","107.879997253418","108.330001831055","108.669998168945","108.330001831055","0"
"2000-08-04","2000-08-03 23:00","108.339996337891","108.639999389648","108.050003051758","108.580001831055","108.339996337891","108.580001831055","0"
"2000-08-07","2000-08-06 23:00","108.580001831055","109.150001525879","108.519996643066","109.01000213623","108.580001831055","109.01000213623","0"
"2000-08-08","2000-08-07 23:00","109.019996643066","109.230003356934","108.290000915527","108.569999694824","109.019996643066","108.569999694824","0"
"2000-08-09","2000-08-08 23:00","108.559997558594","108.680000305176","107.730003356934","107.919998168945","108.559997558594","107.919998168945","0"
"2000-08-10","2000-08-09 23:00","107.879997253418","108.080001831055","107.449996948242","107.699996948242","107.879997253418","107.699996948242","0"
"2000-08-11","2000-08-10 23:00","108.669998168945","108.919998168945","108.269996643066","108.459999084473","108.669998168945","108.459999084473","0"
"2000-08-14","2000-08-13 23:00","108.620002746582","109.650001525879","108.540000915527","109.430000305176","108.620002746582","109.430000305176","0"
